hotelname,hotelcategory,rate,ratedescription,commentcount,badgerate,stayduration,hotellocation,country,adults,room,checkoutdate,bestbaseprice,bestdiscountprice,offersortid,suppliername,baseprice,discountprice,currency,iscancellable,additionalfeature,hotelurl,senddate,city,checkindate,roomtype
Alaiye Kleopatra Hotel,4,"8,6",Sehr gut,662,Top 1% der Stadt,6,Alanya ,Turkey,2,1,2/23/2020,265,214,6,Booking.com,"343,20","343,20",€,TRUE,Meerblick,https://hotel.check24.de/search/Alaiye%20Kleopatra%20Hotel-5726351/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=257&oP=214,10:18.1,Antalya,2/17/2020,Einzelzimmer
Alp Pasa Hotel,,"7,7",Gut,1.348,Top 1% der Stadt,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,300,192,14,Expedia,"480,00","480,00",€,TRUE,,https://hotel.check24.de/search/Alp%20Pasa%20Hotel-7884930/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=257&oP=192,56:07.0,Antalya,2/17/2020,Einzelzimmer
Aroma Butik Hotel,,--,Unterkunft noch,,,6,Kızılot ,Turkey,2,1,2/23/2020,227,227,1,Hotels.Com,"227,24","227,24",€,FALSE,,https://hotel.check24.de/search/Aroma%20Butik%20Hotel-12336030/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D17%26per_page%3D50&refLocationId=400999&oS=178&oP=227.24,17:47.4,Antalya,2/17/2020,Einzelzimmer
Arsi Enfi City Beach Hotel,4,"6,7",Befriedigend,,,6,Alanya ,Turkey,2,1,2/23/2020,86,86,6,Hotels.Com,"270,00","270,00",€,TRUE,,https://hotel.check24.de/search/Arsi%20Enfi%20City%20Beach%20Hotel-6925591/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=85.68,53:09.5,Antalya,2/17/2020,Einzelzimmer
Aska Lara Resort & Spa Hotel,5,"8,8",Sehr gut,6.712,Top 4% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,593,354,5,Booking.com,"592,80","592,80",€,FALSE,,https://hotel.check24.de/search/Aska%20Lara%20Resort%20%26%20Spa%20Hotel-9195297/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=354,14:43.2,Antalya,2/17/2020,Einzelzimmer
Aska Lara Resort & Spa Hotel,5,"8,8",Sehr gut,6.712,Top 4% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,593,354,6,Booking.com,"624,00","624,00",€,FALSE,,https://hotel.check24.de/search/Aska%20Lara%20Resort%20%26%20Spa%20Hotel-9195297/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=354,14:43.2,Antalya,2/17/2020,Einzelzimmer
Azak Beach Hotel,3,"6,8",Befriedigend,534,,6,Alanya ,Turkey,2,1,2/23/2020,83,83,4,Hotels.Com,"238,68","238,68",€,FALSE,Meerblick,https://hotel.check24.de/search/Azak%20Beach%20Hotel-47755/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=105&oP=83,09:24.2,Antalya,2/17/2020,Einzelzimmer
Baronessa Apart Hotel,,"7,4",Gut,247,,6,Alanya ,Turkey,2,1,2/23/2020,109,69,3,Hotels.Com,"76,80","76,80",€,FALSE,,https://hotel.check24.de/search/Baronessa%20Apart%20Hotel-4880171/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=178&oP=69.06,48:30.5,Antalya,2/17/2020,Einzelzimmer
Belle Ocean Apart Otel,,"8,6",Sehr gut,304,,6,Alanya ,Turkey,2,1,2/23/2020,72,72,6,Hotels.Com,"72,00","72,00",€,FALSE,,https://hotel.check24.de/search/Belle%20Ocean%20Apart%20Otel-8560338/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=72,25:42.7,Antalya,2/17/2020,Einzelzimmer
Bellis Deluxe Hotel,5,"9,1",Fabelhaft,3.71,,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,424,424,3,Hotels.Com,"820,80","820,80",€,FALSE,Meerblick,https://hotel.check24.de/search/Bellis%20Deluxe%20Hotel-9189334/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=288&oP=424,59:19.0,Antalya,2/17/2020,Einzelzimmer
Benna Hotel,2,"6,5",Befriedigend,40,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,102,102,2,Hotels.Com,"168,00","168,00",€,FALSE,,https://hotel.check24.de/search/Benna%20Hotel-7170994/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=259&oP=102,33:03.1,Antalya,2/17/2020,Einzelzimmer
Best Western Plus Khan Hotel,4,"8,0",Sehr gut,1.578,Top 3% der Stadt,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,342,309,14,Expedia,"324,00","316,80",€,TRUE,,https://hotel.check24.de/search/Best%20Western%20Plus%20Khan%20Hotel-8500500/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=502&oP=308.58,08:30.1,Antalya,2/17/2020,Einzelzimmer
Best Western Vib Antalya Hotel,,"9,0",Fabelhaft,67,,6,Dosemealti ,Turkey,2,1,2/23/2020,252,224,8,Expedia,"252,00","224,00",€,TRUE,,https://hotel.check24.de/search/Best%20Western%20Vib%20Antalya%20Hotel-9682405/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=190&oP=224,34:36.4,Antalya,2/17/2020,Einzelzimmer
Cann Hotel,,--,Unterkunft noch,,,6,Konaklı ,Turkey,2,1,2/23/2020,150,150,1,Hotels.Com,"150,00","150,00",€,TRUE,,https://hotel.check24.de/search/Cann%20Hotel-8691702/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D17%26per_page%3D50&refLocationId=400999&oS=178&oP=150,25:16.0,Antalya,2/17/2020,Einzelzimmer
Club Hotel Falcon,4,"8,0",Sehr gut,3.156,,6,Antalya ,Turkey,2,1,2/23/2020,206,206,21,Expedia,"1.574,12","1.574,12",€,FALSE,,https://hotel.check24.de/search/Club%20Hotel%20Falcon-4955924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=206,16:18.4,Antalya,2/17/2020,Einzelzimmer
Club Hotel Falcon,4,"8,0",Sehr gut,3.156,,6,Antalya ,Turkey,2,1,2/23/2020,206,206,22,Hotels.Com,"1.574,12","1.574,12",€,FALSE,,https://hotel.check24.de/search/Club%20Hotel%20Falcon-4955924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=206,16:18.4,Antalya,2/17/2020,Einzelzimmer
Club Hotel Falcon,4,"8,0",Sehr gut,3.156,,6,Antalya ,Turkey,2,1,2/23/2020,206,206,25,Expedia,"1.498,48","1.498,44",€,FALSE,,https://hotel.check24.de/search/Club%20Hotel%20Falcon-4955924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=206,40:39.0,Antalya,2/17/2020,Einzelzimmer
Club Hotel Falcon,4,"8,0",Sehr gut,3.156,,6,Antalya ,Turkey,2,1,2/23/2020,206,206,28,Hotels.Com,"1.695,02","1.695,02",€,FALSE,,https://hotel.check24.de/search/Club%20Hotel%20Falcon-4955924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=206,41:45.1,Antalya,2/17/2020,Einzelzimmer
Club Hotel Falcon,4,"8,0",Sehr gut,3.156,,6,Antalya ,Turkey,2,1,2/23/2020,206,206,30,Hotels.Com,"1.560,60","1.560,60",€,FALSE,Meerblick,https://hotel.check24.de/search/Club%20Hotel%20Falcon-4955924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=206,40:39.0,Antalya,2/17/2020,Einzelzimmer
Club Hotel Sera,5,"8,6",Sehr gut,4.853,,6,Antalya ,Turkey,2,1,2/23/2020,540,398,14,Expedia,"648,00","648,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Club%20Hotel%20Sera-7746939/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=398,17:28.6,Antalya,2/17/2020,Einzelzimmer
Cornelia De Luxe Resort,5,"9,3",Fabelhaft,1.486,Top 4% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,1.242,790,7,Booking.com,"1.296,00","1.296,00",€,FALSE,,https://hotel.check24.de/search/Cornelia%20De%20Luxe%20Resort-1141394/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=255&oP=790,54:20.4,Antalya,2/17/2020,Einzelzimmer
Crowne Plaza Antalya,5,"8,4",Sehr gut,3.601,Top 5% der Stadt,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,354,250,28,Crowne Plaza Hotels & Resorts,"354,00","354,00",€,FALSE,,https://hotel.check24.de/search/Crowne%20Plaza%20Antalya-9079054/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=29&oP=250.49,36:29.2,Antalya,2/17/2020,Einzelzimmer
Delphin BE Grand Resort,5,"9,0",Fabelhaft,4.452,Top 4% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,882,544,10,Expedia,"793,80","793,80",€,FALSE,,https://hotel.check24.de/search/Delphin%20BE%20Grand%20Resort-53834/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=252&oP=544,25:12.0,Antalya,2/17/2020,Einzelzimmer
Fire Pansiyon,,"8,6",Sehr gut,,,6,Çıralı ,Turkey,2,1,2/23/2020,189,178,3,Hotels.Com,"189,00","189,00",€,FALSE,,https://hotel.check24.de/search/Fire%20Pansiyon-3638385/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=29&oP=178.46,42:31.9,Antalya,2/17/2020,Einzelzimmer
Granada Luxury Beach-Ultra All Inclusive,5,"9,0",Fabelhaft,,,6,Avsallar ,Turkey,2,1,2/23/2020,319,319,9,Hotels.Com,"648,00","648,00",€,FALSE,,https://hotel.check24.de/search/Granada%20Luxury%20Beach-Ultra%20All%20Inclusive-11400108/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=318.84,45:54.0,Antalya,2/17/2020,Einzelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,13,Expedia,"502,68","502,62",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,39:56.9,Antalya,2/17/2020,Einzelzimmer
GreenLife Hotel,,"6,7",Befriedigend,546,,6,Alanya ,Turkey,2,1,2/23/2020,126,123,8,Hotels.Com,"250,50","250,50",€,TRUE,,https://hotel.check24.de/search/GreenLife%20Hotel-9873145/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=178&oP=123,01:11.6,Antalya,2/17/2020,Einzelzimmer
Güden-Pearl,,"9,6",Außer­gewöhnlich,,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,240,189,16,Hotels.Com,"294,00","294,00",€,FALSE,,https://hotel.check24.de/search/G%C3%BCden-Pearl-9659563/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=29&oP=188.97,51:17.3,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,35,Hotels.Com,"260,00","260,00",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,15:47.7,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,37,Hotels.Com,"260,00","260,00",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,11:27.0,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,39,Expedia,"560,00","343,96",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,11:27.0,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,42,Hotels.Com,"560,00","343,94",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,35:42.2,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,48,Holiday Inn,"560,00","344,00",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,30:17.5,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,50,Holiday Inn,"260,00","260,00",€,TRUE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,37:17.6,Antalya,2/17/2020,Einzelzimmer
Holiday Inn Antalya - Lara,5,"8,4",Sehr gut,1.957,,6,Antalya ,Turkey,2,1,2/23/2020,298,260,57,Hotels.Com,"560,00","560,00",€,FALSE,,https://hotel.check24.de/search/Holiday%20Inn%20Antalya%20-%20Lara-9643714/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=190&oP=259.98,37:17.6,Antalya,2/17/2020,Einzelzimmer
Hotel Villa Onemli,,"5,7",Bewertung,,,6,Side ,Turkey,2,1,2/23/2020,183,183,2,Hotels.Com,"228,61","228,61",€,FALSE,Meerblick,https://hotel.check24.de/search/Hotel%20Villa%20Onemli-7444520/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D17%26per_page%3D50&refLocationId=400999&oS=178&oP=182.89,23:41.8,Antalya,2/17/2020,Einzelzimmer
Kamer Motel,,"8,9",Sehr gut,,,6,Side ,Turkey,2,1,2/23/2020,210,210,2,Hotels.Com,"210,00","210,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Kamer%20Motel-9178545/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=178&oP=210,43:23.3,Antalya,2/17/2020,Einzelzimmer
Lara World Hotel,,"7,2",Gut,975,Top 4% der Stadt,6,Antalya ,Turkey,2,1,2/23/2020,174,159,32,Hotels.Com,"217,62","217,62",€,TRUE,,https://hotel.check24.de/search/Lara%20World%20Hotel-4384359/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=159,00:06.1,Antalya,2/17/2020,Einzelzimmer
Lemon Villa Hotel,,"9,1",Fabelhaft,69,,6,Alanya ,Turkey,2,1,2/23/2020,294,265,2,Hotels.Com,"264,60","264,60",€,FALSE,,https://hotel.check24.de/search/Lemon%20Villa%20Hotel-8223876/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=264.54,57:28.6,Antalya,2/17/2020,Einzelzimmer
Liberty Hotels Lara,5,"9,2",Fabelhaft,4.508,,6,Lara ,Turkey,2,1,2/23/2020,532,374,3,Expedia,"546,00","546,00",€,TRUE,,https://hotel.check24.de/search/Liberty%20Hotels%20Lara-50306/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=287&oP=374,25:05.2,Antalya,2/17/2020,Einzelzimmer
Linda Beach Boutique Class Hotel,,"8,7",Sehr gut,124,,6,Kaş ,Turkey,2,1,2/23/2020,229,216,13,Hotels.Com,"270,06","270,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Linda%20Beach%20Boutique%20Class%20Hotel-8672217/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=176&oP=215.94,15:25.2,Antalya,2/17/2020,Einzelzimmer
Luna Blanca Resort & SPA - All Inclusive,5,"8,9",Sehr gut,2.166,Top 1% der Stadt,6,"Kumköy, Side ",Turkey,2,1,2/23/2020,258,258,8,Booking.com,"495,00","495,00",€,FALSE,,https://hotel.check24.de/search/Luna%20Blanca%20Resort%20%26%20SPA%20-%20All%20Inclusive-7851977/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=257&oP=258,46:10.7,Antalya,2/17/2020,Einzelzimmer
Luna Blanca Resort & SPA - All Inclusive,5,"8,9",Sehr gut,2.166,Top 1% der Stadt,6,"Kumköy, Side ",Turkey,2,1,2/23/2020,276,276,4,Booking.com,"495,00","495,00",€,FALSE,,https://hotel.check24.de/search/Luna%20Blanca%20Resort%20%26%20SPA%20-%20All%20Inclusive-7851977/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=252&oP=276,46:30.4,Antalya,2/17/2020,Einzelzimmer
Maritim Pine Beach Resort,5,"8,8",Sehr gut,4.435,Top 1% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,416,416,10,Expedia,"1.364,38","1.364,38",€,FALSE,Meerblick,https://hotel.check24.de/search/Maritim%20Pine%20Beach%20Resort-7817215/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=257&oP=416,04:44.7,Antalya,2/17/2020,Einzelzimmer
Microyal Hotel,,"8,8",Sehr gut,97,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,252,161,2,Booking.com,"276,00","276,00",€,FALSE,,https://hotel.check24.de/search/Microyal%20Hotel-9671651/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=28&oP=161.46,35:24.2,Antalya,2/17/2020,Einzelzimmer
Nehir Apart Hotel,,"7,0",Gut,,,6,Alanya ,Turkey,2,1,2/23/2020,181,181,7,Hotelopia,"221,40","221,40",€,FALSE,,https://hotel.check24.de/search/Nehir%20Apart%20Hotel-7349599/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D14%26per_page%3D50&refLocationId=400999&oS=178&oP=180.9,46:38.1,Antalya,2/17/2020,Einzelzimmer
Nostalgia World Pension,,"8,8",Sehr gut,,,6,Kızılot ,Turkey,2,1,2/23/2020,106,106,4,Expedia,"210,06","210,06",€,FALSE,,https://hotel.check24.de/search/Nostalgia%20World%20Pension-9734650/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=105.6,09:02.8,Antalya,2/17/2020,Einzelzimmer
Oscar Pansion,,"7,6",Gut,517,,6,Antalya ,Turkey,2,1,2/23/2020,146,113,32,Agoda,"271,08","271,08",€,FALSE,,https://hotel.check24.de/search/Oscar%20Pansion-7146460/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D7%26per_page%3D50&refLocationId=400999&oS=176&oP=113.22,38:23.9,Antalya,2/17/2020,Einzelzimmer
Paloma Foresta Resort,5,"9,4",Fabelhaft,4.68,Top 1% der Stadt,6,Beldibi ,Turkey,2,1,2/23/2020,364,364,2,Hotels.Com,"440,34","440,34",€,FALSE,,https://hotel.check24.de/search/Paloma%20Foresta%20Resort-8557147/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=217&oP=364,02:18.3,Antalya,2/17/2020,Einzelzimmer
Resitalya Hotel,,"6,3",Befriedigend,203,,6,Alanya ,Turkey,2,1,2/23/2020,116,74,12,Hotels.Com,"126,00","126,00",€,FALSE,,https://hotel.check24.de/search/Resitalya%20Hotel-6781624/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=29&oP=73.91,35:17.1,Antalya,2/17/2020,Einzelzimmer
Risus Hotel,,"7,6",Gut,106,,6,Side ,Turkey,2,1,2/23/2020,188,163,1,Expedia,"192,00","163,20",€,FALSE,,https://hotel.check24.de/search/Risus%20Hotel-9584786/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=178&oP=163.2,49:53.9,Antalya,2/17/2020,Einzelzimmer
Rosella Hotel,,"6,8",Befriedigend,264,,6,Alanya ,Turkey,2,1,2/23/2020,87,81,4,Expedia,"81,00","81,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Rosella%20Hotel-7102870/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=176&oP=81,57:52.5,Antalya,2/17/2020,Einzelzimmer
Royal Seginus,5,"8,9",Sehr gut,4.203,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,864,536,7,Booking.com,"864,00","864,00",€,FALSE,,https://hotel.check24.de/search/Royal%20Seginus-9665806/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=242&oP=536,36:41.3,Antalya,2/17/2020,Einzelzimmer
Royal Seginus,5,"8,9",Sehr gut,4.224,Top 1% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,864,536,3,Booking.com,"864,00","864,00",€,FALSE,,https://hotel.check24.de/search/Royal%20Seginus-9665806/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=242&oP=536,10:47.0,Antalya,2/17/2020,Einzelzimmer
Sealife Family Resort Hotel,5,"8,5",Sehr gut,3.953,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,420,304,21,Hotels.Com,"405,00","405,00",€,FALSE,,https://hotel.check24.de/search/Sealife%20Family%20Resort%20Hotel-7146431/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=502&oP=303.6,25:55.1,Antalya,2/17/2020,Einzelzimmer
Seher Sun Palace Resort & Spa - All Inclusive,5,"8,4",Sehr gut,1.515,,6,"Evrenseki, Side ",Turkey,2,1,2/23/2020,2.986,2.7,6,FTI Touristik,"2.984,00","2.984,00",€,FALSE,,https://hotel.check24.de/search/Seher%20Sun%20Palace%20Resort%20%26%20Spa%20-%20All%20Inclusive-8245182/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=2700,43:02.3,Antalya,2/17/2020,Einzelzimmer
Sherwood Dreams Resort,5,"8,6",Sehr gut,1.879,,6,Belek ,Turkey,2,1,2/23/2020,312,312,6,Hotels.Com,"550,38","550,38",€,FALSE,,https://hotel.check24.de/search/Sherwood%20Dreams%20Resort-5730730/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=312,18:16.4,Antalya,2/17/2020,Einzelzimmer
Sherwood Dreams Resort,5,"8,6",Sehr gut,1.879,,6,Belek ,Turkey,2,1,2/23/2020,312,312,10,Expedia,"690,78","690,78",€,FALSE,Meerblick,https://hotel.check24.de/search/Sherwood%20Dreams%20Resort-5730730/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=202&oP=312,42:39.2,Antalya,2/17/2020,Einzelzimmer
Sirene Belek Hotel,5,"9,2",Fabelhaft,2.692,Top 1% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,840,743,10,Expedia,"840,00","840,00",€,FALSE,,https://hotel.check24.de/search/Sirene%20Belek%20Hotel-9175491/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=742.8,47:30.8,Antalya,2/17/2020,Einzelzimmer
